Y_L_D
87.689612
87.664675
87.635483
87.603203
87.567850
87.529697
87.491864
87.453806
87.415168
87.364078
87.300995
87.219790
87.123266
87.020608
86.924419
86.843420
86.779469
86.729014
86.684556
86.645843
86.604664
86.560575
86.511076
86.453320
86.383523
86.306171
86.224208
86.133845
86.034855
85.938502
85.841527
85.747092
85.651203
85.546995
85.447889
85.353790
85.264382
85.175501
85.094331
85.019377
84.957379
84.911275
84.885423
84.881099
84.897758
84.917860
84.935461
84.958137
84.990287
85.014404
85.030025
85.040434
85.072447
85.132662
85.229637
85.345983
85.471221
85.640466
85.821951
86.011660
86.248155
86.512265
86.793696
87.072600
87.344189
87.634451
87.916722
88.177916
88.423468
88.676253
88.935889
89.211535
89.491429
89.736264
89.964741
90.184461
90.404216
90.630807
90.843486
91.079626
91.321633
91.578605
91.847810
92.130703
92.425146
92.721241
93.010759
93.308563
93.602752
93.906566
94.221479
94.544192
94.874219
95.215510
95.550702
95.887068
96.230217
96.570094
96.919868
97.276274
97.645603
98.015007
98.385155
98.745851
99.105665
99.468478
99.863358
100.266401
100.640525
101.028425
101.432014
101.816212
102.185459
102.573332
102.986223
103.403138
103.820982
104.211272
104.568785
104.905650
105.270211
105.679750
106.090592
106.481060
106.855819
107.214527
107.552048
107.869590
108.166751
108.420117
108.642016
108.834108
109.011823
109.166916
109.285434
109.357581
109.407715
109.433007
109.446783
109.460519
109.463326
109.462199
109.464187
109.483181
109.516335
109.564932
109.622626
109.694063
109.781804
109.886579
110.009912
110.165961
110.336504
110.518802
110.691633
110.846753
110.999019
111.151312
111.298536
111.469831
111.668808
111.887408
112.111971
112.381511
112.690030
113.039511
113.396934
113.764282
114.171211
114.618787
115.111612
115.661767
116.259549
116.902160
117.582741
118.283972
118.984494
119.694970
120.429034
121.214929
122.405578
123.938498
125.485157
127.094131
128.782127
130.449437
132.086166
133.725131
135.285662
136.720152
138.120559
139.389448
140.389917
140.759147
140.083050
138.910382
137.432537
135.714489
133.805126
131.752415
129.649356
127.548772
125.412675
123.213525
120.937463
118.578265
116.140802
113.643941
111.035656
108.364608
105.648515
102.909944
100.156176
97.389075
94.610123
91.838439
89.078012
86.362820
83.763189
83.303647
81.802474
80.004843
78.381245
77.153273
76.437852
76.286816
76.734480
77.742391
79.405528
81.373264
83.581697
85.947428
86.821952
87.144235
87.517218
88.144222
89.225571
90.599628
92.143039
93.809980
95.636250
97.639954
99.771130
101.730432
103.415002
105.087326
106.568494
107.864085
108.975616
109.889639
110.655337
111.323412
111.923403
112.455345
