Y_U_D
83.452138
83.449365
83.450724
83.453170
83.454543
83.457582
83.462978
83.469193
83.467889
83.467035
83.465484
83.460273
83.453340
83.456223
83.465553
83.480723
83.502340
83.526055
83.548847
83.566264
83.573251
83.569139
83.573497
83.611965
83.672958
83.764531
83.870002
83.984804
84.107386
84.235301
84.368948
84.504991
84.640284
84.781607
84.928627
85.079561
85.224306
85.361545
85.479625
85.576122
85.652873
85.710588
85.752874
85.789128
85.816203
85.832521
85.840191
85.843565
85.847882
85.853974
85.862724
85.875940
85.901164
85.953278
86.013835
86.070095
86.122353
86.168566
86.209001
86.240945
86.263232
86.275930
86.276510
86.251293
86.192342
86.098994
85.964739
85.797448
85.608251
85.395751
85.166727
84.927644
84.671375
84.389438
84.065872
83.691284
83.269137
82.803858
82.300316
81.771741
81.225906
80.649507
80.038246
79.401440
78.752722
78.129119
77.551968
77.036596
76.579513
76.169504
75.800161
75.458426
75.159114
74.918794
74.753257
74.678993
74.703861
74.833252
75.078743
75.442246
75.917388
76.488412
77.163255
77.925060
78.859813
80.067609
81.552553
83.211244
84.954117
86.586628
87.845439
88.548634
88.661681
88.295781
87.513232
86.363452
84.966453
83.433089
81.770122
80.005420
78.152444
76.244731
74.310258
72.394001
70.814410
69.601730
68.462605
67.399336
66.427796
65.576160
64.869646
64.323155
63.948694
63.779862
63.898440
64.245441
64.824962
65.608180
66.554025
67.643037
68.384358
68.730096
69.002873
69.547471
70.339507
71.331442
72.590205
73.672591
74.494796
74.938779
74.986044
74.834612
74.466205
73.860032
72.946993
72.462234
72.886765
73.661827
73.820643
73.542067
73.580821
74.081433
74.940534
75.975499
77.160742
78.375675
79.494372
80.562722
81.577026
82.571959
83.518897
84.377035
85.152753
85.855040
86.472796
86.988496
87.370871
87.577108
87.572778
87.333482
86.868572
86.273184
85.644226
85.058421
84.494323
83.941583
83.374301
82.751894
82.040673
81.216699
80.294945
79.320810
78.344373
77.391684
76.490031
75.666208
74.929544
74.263772
73.653166
73.095980
72.635653
72.320870
72.208527
72.334796
72.700560
73.252002
73.868201
74.572407
75.460052
76.510986
77.680553
79.017440
80.387275
81.709545
83.221244
84.812719
86.419282
87.874126
88.958883
89.579918
89.568764
88.937538
87.850848
86.478315
84.954575
83.329318
81.667888
80.022577
78.426670
