Y_L_I
87.682461
87.681928
87.682502
87.682952
87.687529
87.688464
87.689981
87.697446
87.705997
87.713401
87.722492
87.732622
87.743215
87.751084
87.757893
87.765215
87.769074
87.774573
87.780747
87.785152
87.788916
87.793957
87.799072
87.805336
87.814379
87.820465
87.827534
87.834514
87.836065
87.837888
87.837130
87.836181
87.836577
87.836618
87.836263
87.837410
87.839309
87.838086
87.838558
87.839193
87.841051
87.845285
87.849438
87.852758
87.854691
87.855879
87.855524
87.855285
87.854773
87.852321
87.849199
87.844104
87.837451
87.831782
87.833169
87.851931
87.898049
87.967437
88.019209
88.017871
87.968400
87.854458
87.737717
87.621132
87.502670
87.381912
87.253648
87.116689
86.972701
86.817362
86.659537
86.492034
86.320193
86.147348
85.978977
85.826821
85.699315
85.614272
85.573407
85.579384
85.651770
85.798742
86.026065
86.319107
86.659483
87.027049
87.417156
87.828251
88.254441
88.696416
89.166039
89.664848
90.168117
90.667697
91.174306
91.697929
92.241284
92.773376
93.290435
93.800582
94.297150
94.781582
95.273506
95.747917
96.188348
96.619989
97.034629
97.429906
97.804739
98.154069
98.490805
98.807097
99.106580
99.397198
99.666943
99.930062
100.189555
100.451417
100.718648
100.991549
101.274011
101.574300
101.886256
102.204317
102.536968
102.881373
103.243045
103.638349
104.052614
104.443820
104.853993
105.272274
105.673582
106.107251
106.539500
106.992512
107.480638
107.970991
108.463420
108.984659
109.534169
110.064956
110.552673
111.019619
111.472761
111.969493
112.481716
112.987874
113.503929
114.017027
114.684131
115.733494
117.122594
118.687145
120.351573
122.028463
123.689702
125.305827
126.881924
128.403738
129.922871
131.302238
132.141835
132.601469
132.358216
131.271884
129.760162
127.985416
126.006601
123.891489
121.676920
119.361489
116.963758
114.493221
111.981296
109.451120
106.890633
104.284226
101.632842
99.006860
96.419932
93.918307
91.600168
89.655545
88.483765
88.154960
87.421896
86.791292
86.326949
85.419968
84.211680
82.098597
79.355436
77.768660
76.351628
75.199587
74.378619
73.935005
73.900260
74.194921
74.732812
75.446375
76.320407
77.296544
78.428996
79.835878
81.607247
83.560654
85.570478
87.394091
88.607276
88.671643
88.742226
89.287036
90.212342
91.288630
92.351803
93.338854
94.330536
95.244279
95.920953
96.486595
96.939081
97.284218
97.577376
97.844812
98.085754
98.332214
98.593333
98.861506
99.117037
99.349960
99.556949
99.736891
99.929270
100.131327
100.334819
100.545578
100.768010
101.013002
101.296189
101.587626
101.888503
102.217697
102.559869
102.917573
103.291226
103.698455
104.127883
104.584085
105.090407
105.654580
106.287356
106.968989
107.708022
108.501021
109.350327
110.241804
111.178127
112.541084
114.253420
116.075799
118.007339
119.984747
122.033169
124.239904
126.466204
128.621218
130.549380
132.330424
133.958905
135.402349
136.458341
137.018280
137.123850
136.795042
135.316371
133.288105
131.012600
128.571224
126.022085
123.316261
120.565853
117.773931
114.941855
112.077465
109.139753
106.170061
103.195726
100.211917
97.254923
94.375582
91.702082
89.513265
88.381285
88.201651
87.224456
